Timestamp :),Title,"First Author (Last, First) (no middle initials)",Publication Date (YYYY-MM),"Reviewer (your name, First Last i.e. Meghan Cum)","Verifier (name, good or bad)","Meets the sufficient criteria: uses mice or rats, is not a review or protocol paper, tests for social memory/recognition/discrimination",Species,Wild Rodents Used? (like literally caught from the wild),Subject Strain  (i.e. C57BL6J or Sprague-Dawley) if multiple strains were used separate them by a semi colon and if mixed state mixed i.e. 129/SvJ mixed C57BL/6J; 129/SvJ mixed Swiss black,Final Strain,Subject Type,Subject Age,Subject Sex,Subject Housing,"Social Agent: degree of familiarity (if subject is exposed to a social agent ONLY twice, each trial being 5 or less minutes, the degree of familiarity is 5 min or less, NOT the total time exposed to the social agent) ",Was odor used?,Subject Social Rank,Intertrial Interval (ITI) (time between trials),Social Agent Strain ,Social Agent Age (check all that apply),Social Agent Sex,"If female, ovariectiomized?",Social Agent Identity,Social Agent Housing,Social Agent Rank,Social Agent Type,Social Discrimination Tested? i.e. novel and familiar social agents presented at the *same time* to the subject,Additional novel social agent used at all? ,Qualities Shared w/ Subject Mouse (i.e. same age between social agents and subject) [Social Agent],Do you have questions on this paper/should Meghan look this one over? ,"If you answered yes to the previous question, what concerns/questions did you have specifically on this paper? "
4/6/2022 13:50:05,Social isolation impairs the prefrontal-nucleus accumbens circuit subserving social recognition in mice,"Park, Gaeun",2021-05,Erika Wangia,,yes,Mice,no,C57BL/6NHsd,C57BL/6,WT (wild type),"juvenile (3-7 weeks or week not specified), young adult (8-12 weeks)",Male,"group-housed, singly-housed","10 minutes, 15 minutes",animals always present,Does not specify,not specified,C57BL/6NCrljOri ,juvenile (3-7 weeks or week not specified),always male,,juvenile male,Does not specify,Does not specify,WT (wild type),yes,Yes,"Sex, Type (WT vs transgenic)","No, I feel confident, and I double-checked all my answers before submitting.",
4/6/2022 17:40:44,D-SAL and NAP: Two Peptides Sharing a SIP Domain,"Gozes, Illana",2016-01,Jocelyn Santiago Perez,,yes,Rats,no,Sprague–Dawley rats,Sprague Dawley,WT (wild type),Does not specify,Male,group-housed,15 minutes,animals always present,Does not specify,over 5 min - less than an hour,Does not specify,juvenile (3-7 weeks or week not specified),always male,,juvenile male,Does not specify,Does not specify,WT (wild type),yes,Yes,Type (WT vs transgenic),"No, I feel confident, and I double-checked all my answers before submitting.",
4/6/2022 20:01:43,Inhibition of PACAP/PAC1/VPAC2 signaling impairs the consolidation of social recognition memory and nitric oxide prevents this deficit,"Schmidt, Scheila",2021-04,Erika Wangia,,yes,Rats,no,Wistar,Wistar,WT (wild type),adult (12-24 weeks),Male,group-housed,60 minutes,animals always present,Does not specify,over 6 hr - 24 hr,Wistar,juvenile (3-7 weeks or week not specified),"same sex as subject, always male",,juvenile male,group-housed,Does not specify,WT (wild type),yes,Yes,"Sex, Strain, Housing History, Type (WT vs transgenic)","No, I feel confident, and I double-checked all my answers before submitting.",
4/6/2022 23:13:32,NVP-BEZ235 (Dactolisib) Has Protective Effects in a Transgenic Mouse Model of Alzheimer’s Disease,"Bellozi, Paula",2019-11,Amelia Chambers,"Amelia Chambers, bad ",yes,Mice,no,C57Bl/6,C57BL/6,both,adult (24-40 weeks),Male,Does not specify,10 minutes,animals always present,Does not specify,1-5 minutes,C57Bl/6,juvenile (3-7 weeks or week not specified),Does not specify,,juvenile not specified,Does not specify,Does not specify,WT (wild type),yes,Yes,Strain,"No, I feel confident, and I double-checked all my answers before submitting.",
4/6/2022 23:22:07,Morin decreases cortical pyramidal neuron degeneration via inhibition of neuroinflammation in mouse model of schizophrenia,"Ben-Azu, Benneth",2019-03,Amelia Chambers,"Amelia Chambers, bad ",yes,Mice,no,Swiss,Swiss,WT (wild type),juvenile (3-7 weeks or week not specified),Male,Does not specify,5 min exposure or less,animals always present,Does not specify,"over 5 min - less than an hour, over 6 hr - 24 hr",Does not specify,Does not specify,Does not specify,,does not specify,Does not specify,Does not specify,WT (wild type),no,No,Type (WT vs transgenic),"No, I feel confident, and I double-checked all my answers before submitting.",
4/6/2022 23:30:27,Differential effects of novel dopamine reuptake inhibitors on interference with long-term social memory in mice.,"Camats-Perna, Judith",2019-05,Amelia Chambers,"Amelia Chambers, good",yes,Mice,no,C57BL/6JOlaHsd,C57BL/6,WT (wild type),"young adult (8-12 weeks), adult (12-24 weeks)",Male,group-housed,5 min exposure or less,animals always present,Does not specify,over 6 hr - 24 hr,C57BL/6JOlaHsd ,juvenile (3-7 weeks or week not specified),Uses both,No,"juvenile male, juvenile female",Does not specify,Does not specify,WT (wild type),yes,Yes,"Strain, Type (WT vs transgenic)","No, I feel confident, and I double-checked all my answers before submitting.",
4/7/2022 10:55:53,A Subpopulation of Prefrontal Cortical Neurons Is Required for Social Memory,"Xing, Bo",2021-03,Erika Wangia,,yes,Mice,no,C57BL/6,C57BL/6,"transgenic (Cre or Flp line, KO line)","young adult (8-12 weeks), adult (12-24 weeks)",Male,"group-housed, singly-housed","5 min exposure or less, 10 minutes, 60 minutes",animals always present,Does not specify,"over 5 min - less than an hour, 1-6 hr, over 24 hrs","C57 L/6J, Does not specify","juvenile (3-7 weeks or week not specified), Does not specify","same sex as subject, always male",,"juvenile male, not specified",Does not specify,Does not specify,WT (wild type),yes,Yes,"Sex, Strain","No, I feel confident, and I double-checked all my answers before submitting.",
4/7/2022 11:04:51,Defects in syntabulin-mediated synaptic cargo transport associate with autism-like synaptic dysfunction and social behavioral traits,"Xiong, Gui-Jing",2021-05,Erika Wangia,"Naeliz, bad",yes,Mice,no,C57BL/6J,C57BL/6,both,young adult (8-12 weeks),Male,group-housed,5 min exposure or less,animals always present,Does not specify,1-5minutes,C57BL/6J,young adult (8-12 weeks),"same sex as subject, always male",,adult male,group-housed,Does not specify,both,yes,Yes,"Age, Sex, Strain, Housing History","No, I feel confident, and I double-checked all my answers before submitting.",
4/7/2022 13:22:10,Aged neuronal nitric oxide knockout mice show preserved olfactory learning in both social recognition and odor-conditioning tasks,"James, Bronwen",2015-03,Meghan Cum,,yes,Mice,no,129Sv mixed C57BL/6J,C57BL/6 mix,both,"adult (12-24 weeks), old (+40 weeks)",Male,group-housed,5 min exposure or less,animals always present,Does not specify,over 6 hr - 24 hr,C57/Bl6 × 129sv,adult (week not specified),"same sex as subject, always male",,adult male,Does not specify,Does not specify,WT (wild type),yes,Yes,"Sex, Strain","No, I feel confident, and I double-checked all my answers before submitting.",
4/7/2022 13:33:59,Importance of the GluN2B carboxy-terminal domain for enhancement of social memories,"Jacobs, Stephanie ",2015-07,Meghan Cum,,yes,Mice,no,C57BL/6J,C57BL/6,both,adult (12-24 weeks),Male,group-housed,"5 min exposure or less, littermate (not co-housed)",animals always present,Does not specify,over 5 min - less than an hour,C57BL/6J; Long-Evans hooded rat; BALB/c,"juvenile (3-7 weeks or week not specified), adult (12-24 weeks), adult (24-40 weeks)",Uses both,No,"male juvenile, adult intact female",Does not specify,Does not specify,WT (wild type),no,Yes,None,"No, I feel confident, and I double-checked all my answers before submitting.",
4/7/2022 13:52:08,"LL-00066471, a novel positive allosteric modulator of α7 nicotinic acetylcholine receptor ameliorates cognitive and sensorimotor gating deficits in animal models: Discovery and preclinical characterization","Verma, Mahip",2021-01,Erika Wangia,,yes,Both,no,BALB/c; Wistar; Sprague Dawley,"BALB/c, Wistar, Sprague Dawley",WT (wild type),young adult (8-12 weeks),Male,group-housed,5 min exposure or less,animals always present,Does not specify,over 6 hr - 24 hr,Sprague-Dawley,juvenile (3-7 weeks or week not specified),"same sex as subject, always male",,juvenile male,group-housed,Does not specify,WT (wild type),yes,Yes,"Sex, Strain, Housing History, Type (WT vs transgenic)","Yes, this one was tricky.","This paper uses mice,rats, and dogs as subjects. I am unsure of whether to put all the mentioned strains fo mice and rats or only the ones that undertook the social disc. experiments."
4/7/2022 13:56:01,"Antipsychotic profiles of TASP0443294, a novel and orally active positive allosteric modulator of metabotropic glutamate 2 receptor","Hikichi, Hirohiko",2015-03,Meghan Cum,,yes,Rats,no,Sprague-Dawley,Sprague Dawley,WT (wild type),young adult (8-12 weeks),Male,group-housed,5 min exposure or less,animals always present,Does not specify,over 5 min - less than an hour,Does not specify,juvenile (3-7 weeks or week not specified),Does not specify,,juvenile not specified,Does not specify,Does not specify,WT (wild type),no,No,Type (WT vs transgenic),"No, I feel confident, and I double-checked all my answers before submitting.",
4/7/2022 15:14:24,"WAY 267,464, a non-peptide oxytocin receptor agonist, impairs social recognition memory in rats through a vasopressin 1A receptor antagonist action.","Hicks, Callum",2015-03,Meghan Cum,,yes,Rats,no,Wistar,Wistar,WT (wild type),young adult (8-12 weeks),Male,group-housed,5 min exposure or less,animals always present,Does not specify,"over 5 min - less than an hour, 1-6 hr",Wistar ,juvenile (3-7 weeks or week not specified),"same sex as subject, always male",,juvenile male,group-housed,Does not specify,WT (wild type),yes,Yes,"Sex, Strain, Housing History, Type (WT vs transgenic)","No, I feel confident, and I double-checked all my answers before submitting.",
4/7/2022 15:38:32,Cariprazine alleviates core behavioral deficits in the prenatal valproic acid exposure model of autism spectrum disorder,"Roman, Viktor",2021-07,Erika Wangia,,yes,Rats,no,Wistar,Wistar,WT (wild type),young adult (8-12 weeks),Male,group-housed,5 min exposure or less,animals always present,Does not specify,not specified,Wistar,Does not specify,"same sex as subject, always male",,not specified male,Does not specify,Does not specify,WT (wild type),yes,Yes,"Sex, Strain, Type (WT vs transgenic)","No, I feel confident, and I double-checked all my answers before submitting.",
4/7/2022 17:48:56,Glutamate Decarboxylase 67 Deficiency in a Subset of GABAergic Neurons Induces Schizophrenia-Related Phenotypes,"Fujihara, Kazuyuki",2015-09,Meghan Cum,,yes,Mice,no,Does not specify ,Does not specify,"transgenic (Cre or Flp line, KO line)",Does not specify,Male,Does not specify,10 minutes,animals always present,Does not specify,not specified,Does not specify ,Does not specify,always male,,not specified male,Does not specify,Does not specify,WT (wild type),yes,Yes,Sex,"No, I feel confident, and I double-checked all my answers before submitting.",
4/7/2022 18:38:07,Kynurenic Acid Prevented Social Recognition Deficits Induced by MK-801 in Rats,"HLIŇÁK, Z",2003-03,Naeliz Lopez,,yes,Rats,no,Hannover-Wistar,Wistar,WT (wild type),adult (12-24 weeks),Male,"group-housed, singly-housed for more than a few hours and less than a week",5 min exposure or less,animals always present,Does not specify,over 5 min - less than an hour,Hannover-Wista,juvenile (3-7 weeks or week not specified),"same sex as subject, always male",,juvenile male,Does not specify,Does not specify,WT (wild type),no,Yes,"Sex, Strain, Type (WT vs transgenic)","No, I feel confident, and I double-checked all my answers before submitting.",
4/7/2022 19:26:50,Two organizational effects of pubertal testosterone in male rats: transient social memory and a shift away from long-term potentiation following a tetanus in hippocampal CA1,"Hebbard, Pamela",2003-08,Naeliz Lopez,,No,Rats,no,Sprague-Dawley,Sprague Dawley,WT (wild type),young adult (8-12 weeks),Male,singly-housed,5 min exposure or less,animals always present,Does not specify,"over 5 min - less than an hour, 1-6 hr",Sprague-Dawley,juvenile (3-7 weeks or week not specified),"same sex as subject, always male",,juvenile male,singly-housed,Does not specify,WT (wild type),yes,Yes,"Sex, Strain, Housing History, Type (WT vs transgenic)","No, I feel confident, and I double-checked all my answers before submitting.",
4/7/2022 19:39:59,Profound Impairment in Social Recognition and Reduction in Anxiety-Like Behavior in Vasopressin V1a Receptor Knockout Mice,"Bielsky, Isadora",2004-03,Naeliz Lopez,,yes,Mice,no,C57/BL6 mixed 129/SvJ,C57BL/6 mix,both,"young adult (8-12 weeks), adult (12-24 weeks)",Male,"group-housed, singly-housed",5 min exposure or less,animals always present,Does not specify,over 5 min - less than an hour,Does not specify,Does not specify,"opposite sex as subject, always female",Yes,ovariectomized female,"group-housed, singly-housed",Does not specify,WT (wild type),no,Yes,"Housing History, Type (WT vs transgenic)","No, I feel confident, and I double-checked all my answers before submitting.",
4/8/2022 10:27:34,Absence of M-Ras modulates social behavior in mice,"Ehrhardt, Annette ",2015-11,Meghan Cum,,yes,Mice,no,C57BL/6 J,C57BL/6,both,adult (week not specified),Male,group-housed,offspring ,animals always present,Does not specify,over 24 hrs,C57BL/6 J,young adult (8-12 weeks),"same sex as subject, always male",,adult male,Does not specify,Does not specify,both,yes,Yes,"Sex, Strain","No, I feel confident, and I double-checked all my answers before submitting.",
4/8/2022 10:37:20,Efficacy of a glycine transporter 1 inhibitor TASP0315003 in animal models of cognitive dysfunction and negative symptoms of schizophrenia,"Chaki, Shigeyuki ",2015-04,Meghan Cum,,yes,Rats,no,Sprague-Dawley,Sprague Dawley,WT (wild type),adult (week not specified),Male,Does not specify,5 min exposure or less,animals always present,Does not specify,"over 5 min - less than an hour, 1-6 hr",Sprague-Dawley,juvenile (3-7 weeks or week not specified),"same sex as subject, always male",,juvenile male,Does not specify,Does not specify,WT (wild type),no,No,"Sex, Strain, Type (WT vs transgenic)","No, I feel confident, and I double-checked all my answers before submitting.",
4/8/2022 10:43:36,Genetic Mapping in Mice Reveals the Involvement of Pcdh9 in Long-Term Social and Object Recognition and Sensorimotor Development,"Bruining, Hilgo",2015-11,Meghan Cum,,yes,Mice,no,C57BL/6J; A/J,"C57BL/6, other mouse",both,adult (12-24 weeks),Male,group-housed,5 min exposure or less,animals always present,Does not specify,"1-5 minutes, over 6 hr - 24 hr",A/J,adult (12-24 weeks),"same sex as subject, always male",,adult male,group-housed,Does not specify,WT (wild type),yes,Yes,"Age, Sex","No, I feel confident, and I double-checked all my answers before submitting.",
4/8/2022 11:24:44,The Serotonin1A Receptor Partial Agonist S15535 [4-(Benzodioxan-5-yl)1-(indan-2-yl)piperazine] Enhances Cholinergic Transmission and Cognitive Function in Rodents: A Combined Neurochemical and Behavioral Analysis,"Millan, Mark",2004-10,Naeliz Lopez,,yes,Rats,no,Wistar,Wistar,WT (wild type),adult (week not specified),Male,"group-housed, singly-housed for more than a few hours and less than a week",5 min exposure or less,animals always present,Does not specify,1-6 hr,Wistar,juvenile (3-7 weeks or week not specified),Does not specify,,juvenile not specified,Does not specify,Does not specify,WT (wild type),no,Yes,"Strain, Type (WT vs transgenic)","No, I feel confident, and I double-checked all my answers before submitting.",
4/8/2022 11:34:49,Exposure to extremely low-frequency electromagnetic fields improves social recognition in male rats,"Vázquez-García, Mario",2004-09,Naeliz Lopez,,yes,Rats,no,Wistar,Wistar,WT (wild type),adult (week not specified),Male,group-housed,5 min exposure or less,animals always present,Does not specify,"over 5 min - less than an hour, 1-6 hr, over 6 hr - 24 hr",Wistar,juvenile (3-7 weeks or week not specified),"same sex as subject, always male",,juvenile male,group-housed,Does not specify,WT (wild type),no,No,"Sex, Strain, Housing History, Type (WT vs transgenic)","No, I feel confident, and I double-checked all my answers before submitting.",
